business_name,record_type,record_number,record_status,applicant_address,office_address,mailing_address,initial_filing_date,business_purpose_NAICS_codes,agent_names,registrant_names,registrant_type,registrant_street_address,registrant_mailing_address,name_matches,type_match,status_match,resignation_dateh,agent_street_address,agent_mailing_address
"Dick Mazza General Store, Inc.",Domestic Business Corporation,083847,Active - In Good Standing,," 777 W LAKE SHORE DR.#1, COLCHESTER, VT, 05446, USA","777 W LAKE SHORE DR.#1, COLCHESTER, VT, 05446, USA",,,,,,,,"LMC Law, PLLC Agent",Business,Active,None Registered Office (Street,"85 Prim Road Suite 402A, Colchester, VT, 05446, USA","85 Prim Road Suite 402A, Colchester, VT, 05446, USA"
General Store LLC,Domestic Limited Liability Company,482793,Active - In Good StandingDesignated Office,,,"(Optional) 794 W Lakeshore Dr, Suite 2, Colchester, VT, 05446 - 1880, USA",,,,,,,,,,,,,
The General Store At Sugarbush,Assumed Name,367101,Inactive - Expired,, None,"1840 Sugarbush Access Road, Warren, VT, 05674, USA",2020-01-14,,,SUGARBUSH MOUNTAIN RESORT INC.,Business,"1840 Sugarbush Access Road, Warren, VT, 05674, USA","1840 Sugarbush Access Road, Warren, VT, 05674, USA",,,,,,
"General Store Of East Calais, The",Assumed Name,232007,Inactive - Expired,," ROUTE 14, CALAIS, VT, 5848, USA","ROUTE 14, CALAIS, VT, 05848, USA",1986-11-21,,,"SHARON GALL, JOHN C.  GALL",Individual,"GENERAL DELIVERY, EAST CALAIS, VT, 05650, USA, SAME, USA","None, None",,,,,,
"Jj Hapgood General Store, LLC",Domestic Limited Liability Company,013899,Active - NOT In Good StandingDesignated Office,,,"(Optional) 53 Falls Road, PO Box 335, SHELBURNE, VT, 05482, USA",,,,,,,,,,,,,
Westfield General Store,Assumed Name,238541,Inactive - Expired,," WESTFIELD, VT, 5874, USA","17 NORTH HILL RD, WESTFIELD, VT, 05874, USA",2005-11-21,,,"P & D BREAULT, INC.",Business,"17 North Hill Road, WESTFIELD, VT, 05874, USA","17 N Hill Rd, WESTFIELD, VT, 05874, USA",,,,,,
"Fuller General Store Of Saxtons River, Inc.",Domestic Business Corporation,104564,Inactive - Administratively Terminated,," MAIN STREET, SAXTONS RIVER, VT, 05154, USA","MAIN STREET, SAXTONS RIVER, VT, 05154, USA",,,,,,,,"TIMOTHY J. O'CONNOR, JR.                                                                             Agent",Business,Active,None Registered Office (Street,"40 WESTERN AVENUE, BRATTLEBORO, VT, 05301, USA","40 WESTERN AVENUE, BRATTLEBORO, VT, 05301, USA"
Meme's And Papa's Riverton General Store,Assumed Name,270416,Inactive - Expired,," CNR RT 12 &CROSSTOWN, BERLIN, VT, USA","CNR RT 12 &CROSSTOWN, BERLIN, VT, USA",1990-02-20,,,"JEFFREY F.  BUSHEY, KAREN L.  BUSHEY",Individual,"BOX 2270-19, NORTHFIELD, VT, 05663, USA, SAME, USA","None, None",,,,,,
Luk's General Store,Assumed Name,197398,Inactive - Expired,," MAPLE STREET, WATERBURY CTR, VT, 5677, USA","MAPLE STREET, WATERBURY CTR, VT, 05677, USA",1983-09-07,,,"PARK VIEW STORE, INC.",Business,None,None,,,,,,
Battey's General Store And Hardware,Assumed Name,218517,Inactive - Expired,," PO BOX 216, CHELSEA, VT, 5038, USA","PO BOX 216, CHELSEA, VT, 05038, USA",1985-08-01,,,HOYT E.  BATTEY,Individual,None,None,,,,,,
"Frasers' General Store, Inc.",Domestic Business Corporation,066954,Active - In Good Standing,," 319 MAIN ST, NORWICH, VT, 05055, USA","P.O. Box 157, NORWICH, VT, 05055, USA",,,,,,,,GEORGE FRASER Agent,Individual,Active,None Registered Office (Street,"319 MAIN ST, NORWICH, VT, 05055, USA","319 MAIN ST, NORWICH, VT, 5055, USA"
Graniteville General Store,Assumed Name,216580,Inactive - Expired,," MAIN ST., L GRANITEVILLE, VT, 5654, USA","MAIN ST., L GRANITEVILLE, VT, 05654, USA",1985-05-20,,,"MUELLER'S MARKET, INC.",Business,None,None,,,,,,
Hights General Store,Assumed Name,222595,Inactive - Expired,," RTE 25, W. THOPSHAM, VT, 5086, USA","RTE 25, W. THOPSHAM, VT, 05086, USA",1985-12-31,,,"CARL A.  MARTIN, REBECCA H.  MARTIN",Individual,"BAPTIST ST., WILLIAMSTOWN, VT, 05679, USA, SAME, USA","None, None",,,,,,
Hidden Mountain Deli & General Store,Assumed Name,217350,Inactive - Expired,," MENDON, VT, USA",None,1995-04-10,,,"RON & PAM ENTERPRISES, INC.",Business,None,None,,,,,,
Essex County General Store,Assumed Name,271890,Inactive - Expired,," GUILDHALL, VT, USA","PO BOX 17, GUILDHALL, VT, 05905, USA",2008-06-05,,,PHIL NELSON,Individual,"PO BOX 17, GUILDHALL, VT, 05905, USA",None,,,,,,
Snowsville General Store,Assumed Name,203993,Inactive - Expired,," ROUTE 12, EAST BRAINTREE, VT, 5060, USA","ROUTE 12, EAST BRAINTREE, VT, 05060, USA",1984-04-06,,,"EUGENE O.  BOOSKA, ROBERTA J.  BOOSKA",Individual,"RD 2 E BRAINTREE, RANDOLPH, VT, 05060, USA, SAME, USA","None, None",,,,,,
"West Topsham General Store, Inc.",Domestic Business Corporation,104509,Inactive - Administratively Terminated,," ROUTE 25, WEST TOPSHAM, VT, 05086, USA","ROUTE 25, WEST TOPSHAM, VT, 05086, USA",,,,,,,,CLARENCE J.  NELSON Agent,Individual,Active,None Registered Office (Street,"POB 60, WEST TOPSHAM, VT, 05086, USA","POB 60, WEST TOPSHAM, VT, 05086, USA"
"T.J.'s General Store, Inc.",Domestic Business Corporation,099460,Dissolved,," P.O. BOX 208, WATERBURY CTR, VT, 05677, USA","P.O. BOX 208, WATERBURY CTR, VT, 05677, USA",,,,,,,,ROBERT T.  SPENCE Agent,Individual,Active,None Registered Office (Street,"P.O. BOX 208, WATERBURY CTR., VT, 05677, USA","P.O. BOX 208, WATERBURY CTR., VT, 05677, USA"
"H & J General Store, Inc.",Domestic Business Corporation,127130,Dissolved,, None,None,,,,,,,,HOWARD IRISH Agent,Individual,Active,None Registered Office (Street,"PO BOX 67, CAMBRIDGE, VT, 05441, USA","PO BOX 67, CAMBRIDGE, VT, 05441, USA"
North Tunbridge General Store,Assumed Name,185569,Inactive - Expired,," TUMBRIDGE, VT, USA",None,2002-06-13,,,"STACEY M  FLANDERS, ERIC H  FLANDERS",Individual,"None, 359 VT RTE 110, CHELSEA, VT, 05038, USA","None, None",,,,,,
Marlboro General Store,Assumed Name,287077,Inactive - Expired,, None,"PO BOX 52, MARLBORO, VT, 05344, USA",2013-10-15,,,"MARLBORO COOPERATIVE, MARLBORO COOPERATIVE",Individual,"PO BOX 52, MARLBORO, VT, 05344, USA, 1796 STATE ROUTE 9, MARLBORO, VT, 05344, USA","None, 1796 STATE ROUTE 9, MARLBORO, VT, 05344, USA",,,,,,
Fletcher General Store,Assumed Name,305248,Inactive - Cessated,, None,"PO 385, FAIRFAX, VT, 05454, USA",2015-07-02,,,"SINGH ENTERPRISES, LLC",Business,"70 old academy street #102, Fairfax, VT, 05454, USA","70 old academy street #102, Fairfax, VT, 05454, USA",,,,,,
Jacksonville General Store,Assumed Name,287109,Inactive - Cessated,, None,"3054 route 100, JACKSONVILLE, VT, 05342, USA",2013-10-18,,,JTD LLC,Business,"3054 Rt.100, 3054 VT Route 100, Jacksonville, VT, 05342, USA","3054 Rt.100, 3054 Rt.100, JACKSONVILLE, VT, 05342, USA",,,,,,
"Westfield General Store, Inc.",Domestic Business Corporation,115061,Dissolved,," PO BOX 99, WESTFIELD, VT, 05874, USA","PO BOX 99, WESTFIELD, VT, 05874, USA",,,,,,,,RAYMOND J.  BARRETT Agent,Individual,Active,None Registered Office (Street,"PO BOX 99, WESTFIELD, VT, 05874, USA","PO BOX 99, WESTFIELD, VT, 05874, USA"
"Bomoseen Harbor General Store, Inc.",Domestic Business Corporation,066758,Inactive - Administratively Terminated,," DAVID AVE. N., BX 97, HYDEVILLE, VT, 05750, USA","DAVID AVE. N., BX 97, HYDEVILLE, VT, 05750, USA",,,,,,,,JOHN KENWORTHY Agent,Individual,Active,None Registered Office (Street,"POB 97 DAVID AVE N., HYDEVILLE, VT, 05756, USA","POB 97 DAVID AVE N., HYDEVILLE, VT, 05756, USA"
Plainfield General Store,Assumed Name,200534,Inactive - Expired,," PLAINFIELD, VT, USA","POB 296, PLAINFIELD, VT, 05667, USA",1994-03-08,,,DALE R.  PIKE,Individual,"POB 296, PLAINFIELD, VT, 05667, USA",None,,,,,,
Holden General Store,Assumed Name,175484,Inactive - Expired,," RIVER RD., CHITTENDEN, VT, 5737, USA","RIVER RD., CHITTENDEN, VT, 05737, USA",1992-07-30,,,MARK A.  FREDETTE,Individual,"RD 1, BOX 1122, PITTSFORD, VT, 05763, USA",None,,,,,,
Ascutney General Store,Assumed Name,336141,Inactive - Expired,, None,"629 Route 131, Windsor, VT, 05089, USA",2017-10-26,,,"JDS ENTERPRISES, LLC",Business,"629 Route 131, Ascutney, VT, 05030, USA","P.O. Box 1, Ascutney, VT, 05030, USA",,,,,,
J 'n B General Store,Assumed Name,246973,Inactive - Expired,," CHESTER, VT, 5143, USA",None,2006-06-19,,,NANCY PHILLIPS,Individual,"PO BOX 695, BROWNSVILLE, VT, 05037, USA",None,,,,,,
"Center Bakery And General Store, The",Assumed Name,267333,Inactive - Expired,," WATERBURY CTR, VT, USA",None,2008-02-08,,,THE CENTER BAKERY AND  GEN,Individual,"10 S. MAIN ST, WATERBURY, VT, 05676, USA",None,,,,,,
Weeks General Store,Assumed Name,205313,Inactive - Expired,," RTE 5, WESTMINSTER, VT, 5158, USA","RTE 5, WESTMINSTER, VT, 05158, USA",1984-05-21,,,"WEEKS OF WESTMINSTER, LTD.",Business,None,None,,,,,,
Dover The Moon General Store,Assumed Name,399355,Active - Registered,, None,"PO Box 97, East Dover, VT, 05341, USA",2021-11-15,,,"GREEN MOUNTAIN RIVERS, LLC",Business,"54 Robbins Rd, East Dover, VT, 05341, USA","PO Box 97, East Dover, VT, 05341, USA",,,,,,
South Dorset General Store,Assumed Name,239565,Inactive - Expired,," RT 30, S DORSET, VT, USA","RT 30, S DORSET, VT, USA",1997-02-03,,,"RICHARD FRENCH, ROBIN LANGSTAFF  FRENCH",Individual,"LANE RD, DORSET, VT, 05251, USA, SAME, USA","None, None",,,,,,
Putney General Store,Assumed Name,206011,Inactive - Expired,," PUTNEY, VT, USA","RFD 3, BOX 676, PUTNEY, VT, 05346, USA",1994-07-12,,,"ROBERT FAIRCHILD, ANNE FAIRCHILD",Individual,"RFD 3, BOX 676, PUTNEY, VT, 05346, USA, SAME, USA","None, None",,,,,,
North Tunbridge General Store LLC,Domestic Limited Liability Company,402261,Active - In Good StandingDesignated Office,,,"(Optional) PO Box 61, Tunbridge, VT, 05077, USA",,,,,,,,,,,,,
"Tyson General Store, The",Assumed Name,215395,Inactive - Expired,," ROUTE 100, LUDLOW, VT, 5149, USA","ROUTE 100, LUDLOW, VT, 05149, USA",1985-04-09,,,VANESSA R.  MAYOTTE,Individual,"RFD, CHESTER, VT, 05143, USA",None,,,,,,
Mountain Valley View Panton General Store,Assumed Name,192320,Inactive - Expired,," PANTON, VT, 5491, USA","3074 NERSEY ST, PANTON, VT, 05491, USA",2002-11-06,,,"MVV, LLC",Business,"7637 Grande Pine Rd, Bokeelia, FL, 33922, USA","7637 Grande Pine Rd, BOKEELIA, FL, 33922, USA",,,,,,
"Summit General Store, Inc.",Domestic Business Corporation,112007,Dissolved,," 1781 VT RTE 103 S, MT HOLLY, VT, 05758, USA","1781 VT RTE 103 S, MT HOLLY, VT, 05758, USA",,,,,,,,EPHRAM BUSSINO Agent,Individual,Active,None Registered Office (Street,"RD1, MT. HOLLY, VT, 05758, USA","RD1, MT. HOLLY, VT, 05758, USA"
Granby General Store,Assumed Name,154530,Inactive - Expired,," PO BOX 127, GRANBY, VT, 5840, USA","PO BOX 127, GRANBY, VT, 05840, USA",2000-07-12,,,"JEFF BROWN, DORENE BROWN",Individual,"None, PO BOX 127, GRANBY, VT, 05840, USA","None, None",,,,,,
Friends Of The Brownsville General Store LLC,Domestic Limited Liability Company,340262,TerminatedDesignated Office,,,"(Optional) PO Box 396, Brownsville, VT, 05037, USA",,,,,,,,,,,,,
"East Corinth General Store, Inc.",Domestic Business Corporation,129203,Active - In Good Standing,," 8392 VT RTE 25, EAST CORINTH, VT, 05040, USA","PO BOX 185, EAST CORINTH, VT, 05040, USA",,,,,,,,RENEE SALOMAA Agent,Individual,Active,None Registered Office (Street,"8392 VT RTE 25, EAST CORINTH, VT, 05040, USA","8392 VT RTE 25, EAST CORINTH, VT, 05040, USA"
Johnson General Store,Assumed Name,458118,Inactive - Cessated,, None,"PO BOX 462, Johnson, VT, 05656, USA",2024-11-21,,,MM MANAGEMENT SERVICES LLC,Business,"201 Lower Main Street East, Johnson, VT, 05656, USA","PO BOX 462, Johnson, VT, 05656, USA",,,,,,
"Lanoue's General Store, LLC",Domestic Limited Liability Company,028115,TerminatedDesignated Office,,,"(Optional) 72 Main St, ORLEANS, VT, 05860, USA",,,,,,,,,,,,,
Teago General Store,Assumed Name,338330,Inactive - Cessated,, None,"PO BOX 158, South Pomfret, VT, 05067, USA",2018-01-04,,,"2035 POMFRET ROAD, LLC",Business,"2035 Pomfret Road, South Pomfret, VT, 05067, USA","c/o Richard Baccari, PO BOX 1014, Yorktown Heights, NY, 10598, USA",,,,,,
Marty's General Store,Assumed Name,156693,Inactive - Expired,," ROUTE 100, BOX 167, NO. HYDE PARK, VT, 5665, USA","ROUTE 100, BOX 167, NO. HYDE PARK, VT, 05665, USA",1989-02-23,,,"VERMART ENTERPRISES, INC.",Business,None,None,,,,,,
Eden General Store,Assumed Name,240788,Inactive - Expired,," EDEN, VT, USA",None,2006-01-20,,,"HOLMES & HOLMES INC., HOLMES & HOLMES, INC.",Business,"PO BOX 476, HYDE PARK, VT, 05655, USA, -NONE ON FILE-, -NONE ON FILE-, USA","None, -NONE ON FILE-, -NONE ON FILE-",,,,,,
Sherman's General Store,Assumed Name,307090,Inactive - Expired,, None,"151 Mill Road, West Rupert, VT, 05776, USA",2015-09-08,,,DIETZFARBER LLC,Business,"151 Mill Road, West Rupert, VT, 05776, USA","151 Mill Road, West Rupert, VT, 05776, USA",,,,,,
Upper Valley Grill&General Store,Assumed Name,301670,Inactive - Expired,, None,"2967 Scott Hwy, Groton, VT, 05046, USA",2015-04-09,,,"CDK of Vermont,inc.",Business,"2967 Scott Hwy, Groton, VT, 05046, USA",None,,,,,,
"Hartland General Store, The",Assumed Name,249270,Inactive - Expired,," HARTLAND, VT, USA","PO BOX 500, HARTLAND, VT, 05048, USA",1997-11-14,,,"EVANBROOKE ENTERPRISES, INC.",Business,None,None,,,,,,
Whetstone General Store,Assumed Name,205218,Inactive - Expired,," 414 WESTERN AVE., BRATTLEBORO, VT, 5301, USA","414 WESTERN AVE., BRATTLEBORO, VT, 05301, USA",1984-05-09,,,"STEPHEN A.  STEIDLE, WILLIAM M.  MCCARTY, REX P.  SHELDON, S & S WEST INC.",Individual,"None, None, RD 2, BOX 178, W. BRATTLEBORO, VT, 05301, USA, 414 WESTERN AVENUE, BRATTLEBORO, VT, 05301, USA","None, None, None, 414 WESTERN AVENUE, BRATTLEBORO, VT, 05301, USA",,,,,,
Falls General Store,Assumed Name,192918,Inactive - Expired,," NFLD. FALLS, VT, 5664, USA","BOX 7, NFLD. FALLS, VT, 05664, USA",1983-03-23,,,"PAUL R.  CHARRON, SYLVIA CHARRON",Individual,"BOX 7, NFLD. FALLS, VT, 05664, USA, SAME, USA","None, None",,,,,,
"Springfield General Store, The",Assumed Name,261380,Inactive - Expired,," SPRINGFIELD, VT, USA","36 PROSPECT ST, SPRINGFIELD, VT, 05156, USA",2007-08-02,,,EDWARD HUSE,Individual,"36 PROSPECT ST, SPRINGFIELD, VT, 05156, USA",None,,,,,,
Marshfield General Store,Assumed Name,252758,Inactive - Expired,," MAIN STREET/RTE 2, MARSHFIELD, VT, 5658, USA","MAIN STREET/RTE 2, MARSHFIELD, VT, 05658, USA",1988-08-17,,,"PATRICK REMMELL, FLORENCE J.  REMMELL",Individual,"MAIN STREET, RTE 2, MARSHFIELD, VT, 05658, USA, SAME, USA","None, None",,,,,,
Newbury General Store,Assumed Name,163147,Inactive - Expired,," MAIN STREET, NEWBURY, VT, 5051, USA","MAIN STREET, NEWBURY, VT, 05051, USA",1989-02-10,,,JAMES B.  COLLINS,Individual,"PO BOX 229/MAIN ST., NEWBURY, VT, 05051, USA",None,,,,,,
Falls General Store And Deli,Assumed Name,227993,Inactive - Expired,," NORTHFIELD FLS, VT, USA","POB 60, NORTHFIELD FLS, VT, 05664, USA",1996-02-16,,,"PHILIP NOLD-LAURENDEAU, JAYNE NOLD-LAURENDEAU",Individual,"POB 60, NORTHFIELD FLS, VT, 05664, USA, SAME, USA","None, None",,,,,,
East Corinth General Store,Assumed Name,241560,Inactive - Expired,," ROUTE 25, E CORINTH, VT, 5040, USA","ROUTE 25, E CORINTH, VT, 05040, USA",1987-09-11,,,KENNETH A.  JOHNSTON,Individual,"ROUTE 25, E. CORINTH, VT, 05040, USA",None,,,,,,
Martins General Store,Assumed Name,175410,Active - Registered,," HIGHGATE SPR, VT, 5460, USA","2934 US ROUTE 7, HIGHGATE SPR, VT, 05460, USA",2001-11-20,,,GILBERT GOGNER,Individual,"2934 US ROUTE 7, HIGHGATE SPR, USA",None,,,,,,
Jacksonville General Store,Assumed Name,407140,Active - Registered,, None,"56 Burr rd, Bloomfield, CT, 06002, USA",2022-04-11,,,JG STORE LLC,Business,"2977 VERMONT RTE 100, JACKSONVILLE, VT, 05342, USA","2977 VERMONT RTE 100, JACKSONVILLE, VT, 05342, USA",,,,,,
Tinmouth General Store And Snack Bar,Assumed Name,235331,Inactive - Expired,," RT 140 RR1 BX 533-A, WALLINFORD, VT, 5773, USA","RT 140 RR1 BX 533-A, WALLINFORD, VT, 05773, USA",1996-09-11,,,"ARTHUR NEMETH, ARTHUR NEMETH, GOLDIE NEMETH",Individual,"None, RR 1 BOX 451 B, WALLINFORD, VT, 05773, USA, SAME, USA","None, None, None",,,,,,
East Dorset General Store,Assumed Name,272172,Inactive - Expired,," ROUTE 7, PO BOX 727, EAST DORSET, VT, 5253, USA","ROUTE 7, PO BOX 727, EAST DORSET, VT, 05253, USA",1990-04-11,,,RAY W.  PETRY,Individual,"P.O. BOX 729, EAST DORSET, VT, 05253, USA",None,,,,,,
New England General Store The,Assumed Name,226106,Inactive - Expired,," GRAFTON, VT, USA","POB 148, GRAFTON, VT, 05146, USA",1995-12-22,,,"PETER D.  BREWITT, MARGARET P.  BREWITT",Individual,"POB 148, GRAFTON, VT, 05146, USA, SAME, USA","None, None",,,,,,
Apple Island General Store,Assumed Name,258399,Inactive - Expired,," SOUTH HERO, VT, USA",None,2007-05-16,,,"AIR DEVELOPMENT, LLC, AIR DEVELOPMENT, LLC",Business,"71 US ROUTE 2, SOUTH HERO, VT, 05486, USA, 280 DAINES ST., #300, BIRMINGHAM, MI, 48009, USA","71 US ROUTE 2, SOUTH HERO, VT, 05486, USA, None",,,,,,
Fairlee General Store,Assumed Name,275068,Inactive - Expired,," ROUTE 5, FAIRLEE, VT, 5045, USA","ROUTE 5, FAIRLEE, VT, 05045, USA",2000-01-17,,,"HARRIS ENTERPRISES, INC.",Business,"374 RTE 5 SOUTH, FAIRLEE, VT, 05045, USA",":PO Box 26, FAIRLEE, VT, 05045, USA",,,,,,
Monkton General Store,Assumed Name,163058,Inactive - Expired,," MONKTON, VT, 5469, USA",None,1979-01-09,,,"RMW, INC.",Business,None,None,,,,,,
Graniteville General Store,Assumed Name,249176,Inactive - Expired,," MAIN STREET, GRANITEVILLE, VT, 5654, USA","MAIN STREET, GRANITEVILLE, VT, 05654, USA",1988-05-03,,,"WARREN A.  THIEL, DALE L.  THIEL",Individual,"MAIN STREET, GRANITEVILLE, VT, 05654, USA, SAME, USA","None, None",,,,,,
"Milton General Store, Inc.",Domestic Business Corporation,068760,Inactive - Administratively Terminated,," RAILROAD ST, MILTON, VT, 05468, USA","RAILROAD ST, MILTON, VT, 05468, USA",,,,,,,,ISADORE YANDOW Agent,Individual,Active,None Registered Office (Street,"RFD 1, BOX 4390, SWANTON, VT, 05488, USA","RFD 1, BOX 4390, SWANTON, VT, 05488, USA"
Perkinsville General Store,Assumed Name,175487,Inactive - Expired,," ROUTE 106, PERKINSVILLE, VT, 5151, USA","ROUTE 106, PERKINSVILLE, VT, 05151, USA",1992-07-30,,,"GRENWYD FARMS, INC.",Business,"RTE 106, PERKINSVILLE, VT, 05151, USA","RTE 106, PERKINSVILLE, VT, 05151, USA",,,,,,
South Newfane General Store,Assumed Name,198929,Inactive - Expired,," E. DOVER RD., NEWFANE, VT, 5351, USA","E. DOVER RD., NEWFANE, VT, 05351, USA",1994-02-04,,,ROBERT V.  THERIAULT,Individual,"POB 11, NEWFANE, VT, 05351, USA",None,,,,,,
"South Newfane General Store & Deli, Inc.",Domestic Business Corporation,119522,Inactive - Administratively Terminated,, None,None,,,,,,,,TIMOTHY J  O'CONNOR Jr Agent,Individual,Active,None Registered Office (Street,"136 WESTERN AVE, BRATTLEBORO, VT, 05301, USA","136 WESTERN AVE, BRATTLEBORO, VT, 05301, USA"
"Cold Brook Ice Cream & General Store, LLC",Domestic Limited Liability Company,331877,Active - NOT In Good StandingDesignated Office,,,"(Optional) 67 Governor Hunt Rd, Vernon, VT, 05354, USA",,,,,,,,,,,,,
Est Dorset General Store,Assumed Name,230685,Inactive - Expired,," E DORSET, VT, 5253, USA",None,2005-04-14,,,"COCO MART, INC.",Business,"45 SAN REMO DRIVE, SO BURLINGTON, VT, 05403, USA","45 SAN REMO DRIVE, SO BURLINGTON, VT, 05407, USA",,,,,,
Westmore General Store,Assumed Name,254982,Inactive - Expired,," ROUTE 5A, WESTMORE, VT, USA","ROUTE 5A, WESTMORE, VT, USA",1988-10-13,,,SANDRA BRENNAN,Individual,"RFD 2, ORLEANS, VT, 05860, USA",None,,,,,,
"Bakersfield General Store, The",Assumed Name,188967,Inactive - Expired,," MAIN ST., BAKERSFIELD, VT, USA","MAIN ST., BAKERSFIELD, VT, USA",1993-06-10,,,"PETER O.  HICKS, PATRICIA J.   HICKS",Individual,"RT. 108, POB 66, BAKERSFIELD, VT, 05441, USA, SAME, USA","None, None",,,,,,
"Leicester General Store, Inc.",Domestic Business Corporation,129913,Dissolved,," 1620 US RT 7, LEICESTER, VT, 05733, USA","1620 US RT 7, LEICESTER, VT, 05733, USA",,,,,,,,JAMES HL  PERLEE Agent,Individual,Active,None Registered Office (Street,"92 FERN LAKE RD, LEICESTER, VT, 05733, USA","92 FERN LAKE RD, LEICESTER, VT, 05733, USA"
Chester General Store,Assumed Name,249256,Inactive - Expired,," CHESTER, VT, USA",None,1997-11-13,,,"BONNY S.  HUDSON, ROBERT J.  HUDSON,",Individual,"None, None","None, None",,,,,,
"General Store Films, LLC",Domestic Limited Liability Company,311518,Active - In Good StandingDesignated Office,,,"(Optional) PO Box 221, Woodstock, VT, 05091, USA",,,,,,,,,,,,,
Westfield General Store,Assumed Name,232728,Inactive - Expired,," WESTFIELD, VT, USA","POB 99, WESTFIELD, VT, 05874, USA",1996-06-11,,,"WESTFIELD GENERAL STORE, INC.",Business,"PO BOX 99, WESTFIELD, VT, 05874, USA","PO BOX 99, WESTFIELD, VT, 05874, USA",,,,,,
Lowell General Store,Assumed Name,459059,Active - Registered,, None,None,2024-12-19,,,SHIV 3042 INC incorporated,Business,"3042 VERMONT RTE 100, LOWELL, VT, 05847, USA",None,,,,,,
Waits River General Store,Assumed Name,216131,Inactive - Expired,," RT 25, WAITS RIVER, VT, 5086, USA","RT 25, WAITS RIVER, VT, 05086, USA",1985-05-06,,,"CRANBERRY CRICKET, INC.",Business,None,None,,,,,,
Valley Grill And General Store,Assumed Name,353099,Active - Registered,, None,"2967 Scott Hwy, Groton, VT, 05046, USA",2019-02-06,,,"CDK OF VERMONT, INC.",Business,"2967 scott hwy., Groton, VT, 05046, USA","2967 scott hwy., Groton, VT, 05046, USA",,,,,,
Hartland General Store,Assumed Name,261316,Inactive - Expired,," ROUTE 5, HARTLAND, VT, 5048, USA","ROUTE 5, HARTLAND, VT, 05048, USA",1989-05-02,,,"RSP, INC.",Business,"RTE 5, HARTLAND, VT, 05048, USA","RTE 5, HARTLAND, VT, 05048, USA",,,,,,
Danville General Store,Assumed Name,250529,Inactive - Expired,," RTE 2, MAIN ST., DANVILLE, VT, 5828, USA","RTE 2, MAIN ST., DANVILLE, VT, 05828, USA",1988-06-06,,,"DANVILLE MARKETPLACE, INC.",Business,"9 PROSPECT ST., ST. JOHNSBURY, VT, 05819, USA","9 PROSPECT ST., ST. JOHNSBURY, VT, 05819, USA",,,,,,
Sudbury General Store,Assumed Name,195653,Inactive - Expired,," RTE 73, SUDBURY, VT, 5733, USA","RTE 73, SUDBURY, VT, 05733, USA",1983-06-24,,,"NORMAN S.  BAKER, PATRICIA BAKER",Individual,"374 BEACON HEIGHTS, NO CLARENDON, VT, 05755, USA, SAME, USA","None, None",,,,,,
Charlotte General Store,Assumed Name,423968,Active - Registered,, None,"988 Prindle Road, Charlotte, VT, 05445, USA",2023-02-24,,,CHARLOTTE GENERAL STORE LLC,Business,"20 Jackson Hill Rd, Charlotte, VT, 05445, USA","PO Box 551, Charlotte, VT, 05445, USA",,,,,,
Lester's General Store,Assumed Name,275219,Inactive - Expired,," NORTH MAIN STREET, ST. ALBANS, VT, 5478, USA","NORTH MAIN STREET, ST. ALBANS, VT, 05478, USA",1990-07-10,,,RICHARD DESO,Individual,"NEWTON RD/BOX 515A, SWANTON, VT, 05488, USA",None,,,,,,
Guildhall Village General Store  The,Assumed Name,170396,Inactive - Expired,," GUILDHALL, VT, USA","PO BOX 137, GUILDHALL, VT, 05905, USA",2001-07-16,,,ALLEN D  HODGDON,Individual,"PO BOX 137, GUILDHALL, VT, 05905, USA",None,,,,,,
"Moscow General Store, LLC",Domestic Limited Liability Company,010550,TerminatedDesignated Office,,,"(Optional) 539 MOSCOW RD, STOWE, VT, 05672, USA",,,,,,,,,,,,,
Aldrich's General Store,Assumed Name,311195,Inactive - Expired,, None,"196 US Route 5A, west burke, VT, 05871, USA",2016-01-19,,,shelly cole,Individual,"196 US Route 5A, West Burke, VT, 05871, USA",None,,,,,,
R & J's General Store,Assumed Name,231990,Inactive - Expired,," 6 EARL STREET, BELLOWS FALLS, VT, 5101, USA","6 EARL STREET, BELLOWS FALLS, VT, 05101, USA",1986-11-19,,,"JOANNE JOHNSON, ROGER E.  JOHNSON,SR",Individual,"3 BRYANT COURT, BELLOWS FALLS, VT, 05101, USA, SAME, USA","None, None",,,,,,
"Peck's Plainfield General Store, Inc.",Domestic Business Corporation,105369,Inactive - Administratively Terminated,," PLAINFIELD, VT, 05667, USA",None,,,,,,,,JOHN W.  PECK Agent,Individual,Active,None Registered Office (Street,"U.S. ROUTE 2, PLAINFIELD, VT, 05667, USA","U.S. ROUTE 2, PLAINFIELD, VT, 05667, USA"
Franklin General Store,Assumed Name,160805,Inactive - Expired,," FRANKLIN, VT, 5457, USA","MAIN STREET, FRANKLIN, VT, 05457, USA",1978-08-15,,,"RODNEY CHURCHILL, AGNES CHURCHILL, RICHARD CHURCHILL",Individual,"None, MAIN STREET, FRANKLIN, VT, 05457, USA, SAME, USA","None, None, None",,,,,,
